locus_tag	ftype	length_bp	gene	EC_number	COG	product
EMFGFLLL_03122	CDS	117				hypothetical protein
EMFGFLLL_03123	CDS	330				hypothetical protein
EMFGFLLL_03124	CDS	261				hypothetical protein
EMFGFLLL_03125	CDS	1272	srmB	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
EMFGFLLL_03126	CDS	651	yfiC_2	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
EMFGFLLL_03127	CDS	1314	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
EMFGFLLL_03128	CDS	900	prfB		COG1186	Peptide chain release factor RF2
EMFGFLLL_03129	CDS	1533	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
EMFGFLLL_03130	CDS	1335	zraR		COG2204	Transcriptional regulatory protein ZraR
EMFGFLLL_03131	CDS	117				hypothetical protein
EMFGFLLL_03132	CDS	252				hypothetical protein
EMFGFLLL_03133	CDS	1035	tas		COG0667	Protein tas
EMFGFLLL_03134	CDS	666	mutH		COG3066	DNA mismatch repair protein MutH
EMFGFLLL_03135	CDS	519	rppH_3	3.6.1.-	COG0494	RNA pyrophosphohydrolase
EMFGFLLL_03136	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
EMFGFLLL_03137	CDS	795				hypothetical protein
EMFGFLLL_03138	CDS	816	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
EMFGFLLL_03139	CDS	852	thyA	2.1.1.45	COG0207	Thymidylate synthase
EMFGFLLL_03140	CDS	1149				hypothetical protein
EMFGFLLL_03141	CDS	891	nhaR_2		COG0583	Transcriptional activator protein NhaR
EMFGFLLL_03142	CDS	303	hlyU		COG0640	Transcriptional activator HlyU
EMFGFLLL_03143	CDS	261	rpsT		COG0268	30S ribosomal protein S20
EMFGFLLL_03144	CDS	1563	murJ		COG0728	putative lipid II flippase MurJ
EMFGFLLL_03145	CDS	969	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
EMFGFLLL_03146	CDS	2850	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
EMFGFLLL_03147	CDS	516	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
EMFGFLLL_03148	CDS	435	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
EMFGFLLL_03149	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
EMFGFLLL_03150	CDS	1485				hypothetical protein
EMFGFLLL_03151	CDS	324				hypothetical protein
EMFGFLLL_03152	CDS	1797	nhaP2_2			K(+)/H(+) antiporter NhaP2
EMFGFLLL_03153	CDS	924	murQ_2	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
EMFGFLLL_03154	CDS	1113	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
EMFGFLLL_03155	CDS	993	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
EMFGFLLL_03156	CDS	714	btsR		COG3279	Transcriptional regulatory protein BtsR
EMFGFLLL_03157	CDS	1677	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
EMFGFLLL_03158	CDS	1074	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
EMFGFLLL_03159	CDS	1128	tyrA		COG0287	T-protein
EMFGFLLL_03160	CDS	372				Cyclic diguanosine monophosphate-binding protein
EMFGFLLL_03161	CDS	1668	ettA		COG0488	Energy-dependent translational throttle protein EttA
EMFGFLLL_03162	CDS	1947	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
EMFGFLLL_03163	CDS	312	trpR		COG2973	Trp operon repressor
EMFGFLLL_03164	CDS	525		3.6.1.-	COG1986	Inosine/xanthosine triphosphatase
EMFGFLLL_03165	CDS	2376				hypothetical protein
EMFGFLLL_03166	CDS	1080	spuD		COG0687	Putrescine-binding periplasmic protein SpuD
EMFGFLLL_03167	CDS	1176	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
EMFGFLLL_03168	CDS	327	yfiA		COG1544	Ribosome-associated factor Y
EMFGFLLL_03169	CDS	726	bamD		COG4105	Outer membrane protein assembly factor BamD
EMFGFLLL_03170	CDS	975	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
EMFGFLLL_03171	CDS	723	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
EMFGFLLL_03172	CDS	2574	clpB		COG0542	Chaperone protein ClpB
EMFGFLLL_03173	CDS	408				hypothetical protein
EMFGFLLL_03174	CDS	1143				hypothetical protein
EMFGFLLL_03175	CDS	282				hypothetical protein
EMFGFLLL_03176	CDS	354				hypothetical protein
EMFGFLLL_03177	CDS	225				hypothetical protein
EMFGFLLL_03178	CDS	13638	rtxA	3.4.22.-	COG2931	Multifunctional-autoprocessing repeats-in-toxin
EMFGFLLL_03179	CDS	396	ltxC	2.3.1.-		Leukotoxin-activating lysine-acyltransferase LtxC
EMFGFLLL_03180	CDS	348				hypothetical protein
EMFGFLLL_03181	CDS	2109	ltxB	7.4.2.5	COG2274	Leukotoxin export ATP-binding protein LtxB
EMFGFLLL_03182	CDS	1362	hlyD			Hemolysin secretion protein D, chromosomal
EMFGFLLL_03183	CDS	2166	apxIB_2		COG2274	Toxin RTX-I translocation ATP-binding protein
EMFGFLLL_03184	CDS	1713	rcsC_11	2.7.13.3		Sensor histidine kinase RcsC
EMFGFLLL_03185	CDS	1188				hypothetical protein
EMFGFLLL_03186	CDS	357				hypothetical protein
EMFGFLLL_03187	CDS	1428	ccoN1	1.9.3.1	COG3278	Cbb3-type cytochrome c oxidase subunit CcoN1
EMFGFLLL_03188	CDS	621				hypothetical protein
EMFGFLLL_03189	CDS	165				hypothetical protein
EMFGFLLL_03190	CDS	981	ccoP2		COG2010	Cbb3-type cytochrome c oxidase subunit CcoP2
EMFGFLLL_03191	CDS	477				hypothetical protein
EMFGFLLL_03192	CDS	2373	copA_2	7.2.2.8	COG2217	Copper-exporting P-type ATPase
EMFGFLLL_03193	CDS	165				hypothetical protein
EMFGFLLL_03194	CDS	675				hypothetical protein
EMFGFLLL_03195	CDS	753	fnr		COG0664	Fumarate and nitrate reduction regulatory protein
EMFGFLLL_03196	CDS	948	uspE_2		COG0589	Universal stress protein E
EMFGFLLL_03197	CDS	933	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
EMFGFLLL_03198	CDS	660				hypothetical protein
EMFGFLLL_03199	CDS	801				hypothetical protein
EMFGFLLL_03200	CDS	807				hypothetical protein
EMFGFLLL_03201	CDS	1134	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
EMFGFLLL_03202	CDS	861	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
EMFGFLLL_03203	CDS	771	ydcV			Inner membrane ABC transporter permease protein YdcV
EMFGFLLL_03204	CDS	1032	potD_2		COG0687	Spermidine/putrescine-binding periplasmic protein
EMFGFLLL_03205	CDS	1038	potD_3		COG0687	Spermidine/putrescine-binding periplasmic protein
EMFGFLLL_03206	CDS	735				hypothetical protein
EMFGFLLL_03207	CDS	159				hypothetical protein
EMFGFLLL_03208	CDS	1377	alsT_2		COG1115	Amino-acid carrier protein AlsT
EMFGFLLL_03209	CDS	639	rhtB_3		COG1280	Homoserine/homoserine lactone efflux protein
EMFGFLLL_03210	CDS	732				hypothetical protein
EMFGFLLL_03211	CDS	2130				hypothetical protein
EMFGFLLL_03212	CDS	789				hypothetical protein
EMFGFLLL_03213	CDS	867	vgrG1_2	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
EMFGFLLL_03214	CDS	258				hypothetical protein
EMFGFLLL_03215	CDS	555	mneA			Putative manganese exporter
EMFGFLLL_03216	CDS	918	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
EMFGFLLL_03217	CDS	2082	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
EMFGFLLL_03218	CDS	1257	avtA	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
EMFGFLLL_03219	CDS	438	ibpA		COG0071	Small heat shock protein IbpA
EMFGFLLL_03220	CDS	117				hypothetical protein
EMFGFLLL_03221	CDS	423				hypothetical protein
EMFGFLLL_03222	CDS	2418	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
EMFGFLLL_03223	CDS	1092	recF_2		COG1195	DNA replication and repair protein RecF
EMFGFLLL_03224	CDS	1101	dnaN		COG0592	Beta sliding clamp
EMFGFLLL_03225	CDS	1404	dnaA		COG0593	Chromosomal replication initiator protein DnaA
EMFGFLLL_03226	CDS	747	yxeM		COG0834	putative amino-acid-binding protein YxeM
EMFGFLLL_03227	CDS	672	yxeN			putative amino-acid permease protein YxeN
EMFGFLLL_03228	CDS	738	yxeO	3.6.3.-	COG1126	putative amino-acid import ATP-binding protein YxeO
EMFGFLLL_03229	CDS	324	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
EMFGFLLL_03230	CDS	1626	yidC			Membrane protein insertase YidC
EMFGFLLL_03231	CDS	1362	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
EMFGFLLL_03232	CDS	435	mioC		COG0716	Protein MioC
EMFGFLLL_03233	CDS	1896	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
EMFGFLLL_03234	CDS	633	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
EMFGFLLL_03235	CDS	774	soj_2	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
EMFGFLLL_03236	CDS	882	parB		COG1475	putative chromosome-partitioning protein ParB
EMFGFLLL_03237	CDS	390				hypothetical protein
EMFGFLLL_03238	CDS	813	atpB		COG0356	ATP synthase subunit a
EMFGFLLL_03239	CDS	258	atpH_1			ATP synthase subunit c
EMFGFLLL_03240	CDS	465	atpF		COG0711	ATP synthase subunit b
EMFGFLLL_03241	CDS	534	atpH_2		COG0712	ATP synthase subunit delta
EMFGFLLL_03242	CDS	1542	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
EMFGFLLL_03243	CDS	867	atpG		COG0224	ATP synthase gamma chain
EMFGFLLL_03244	CDS	1404	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
EMFGFLLL_03245	CDS	423	atpC		COG0355	ATP synthase epsilon chain
EMFGFLLL_03246	CDS	1362	glmU		COG1207	Bifunctional protein GlmU
EMFGFLLL_03247	CDS	1203	ydhC_2			Inner membrane transport protein YdhC
EMFGFLLL_03248	CDS	906	allS			HTH-type transcriptional activator AllS
EMFGFLLL_03249	CDS	1164	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
EMFGFLLL_03250	CDS	2172	fadB		COG1024	Fatty acid oxidation complex subunit alpha
EMFGFLLL_03251	CDS	633	yigZ		COG1739	IMPACT family member YigZ
EMFGFLLL_03252	CDS	1458	trkH		COG0168	Trk system potassium uptake protein TrkH
EMFGFLLL_03253	CDS	525	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [menaquinone]
EMFGFLLL_03254	CDS	1716	proS	6.1.1.15	COG0442	Proline--tRNA ligase
EMFGFLLL_03255	CDS	696	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
EMFGFLLL_03256	CDS	258	rpmE2		COG0254	50S ribosomal protein L31 type B
EMFGFLLL_03257	CDS	126	ykgO		COG0257	50S ribosomal protein L36 2
EMFGFLLL_03258	CDS	1587	abgT_2		COG2978	p-aminobenzoyl-glutamate transport protein
EMFGFLLL_03259	CDS	450				hypothetical protein
EMFGFLLL_03260	CDS	300				hypothetical protein
EMFGFLLL_03261	CDS	534				hypothetical protein
EMFGFLLL_03262	CDS	303				hypothetical protein
EMFGFLLL_03263	CDS	1038				hypothetical protein
EMFGFLLL_03264	CDS	312	yqcC		COG3098	putative protein YqcC
EMFGFLLL_03265	CDS	738	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
EMFGFLLL_03266	CDS	1881	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
EMFGFLLL_03267	CDS	885	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
EMFGFLLL_03268	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
EMFGFLLL_03269	CDS	765	pomA		COG1291	Chemotaxis protein PomA
EMFGFLLL_03270	CDS	957	motB		COG1360	Motility protein B
EMFGFLLL_03271	CDS	1452	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
EMFGFLLL_03272	CDS	921	gcvA_2			Glycine cleavage system transcriptional activator
EMFGFLLL_03273	CDS	387				hypothetical protein
EMFGFLLL_03274	CDS	879	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
EMFGFLLL_03275	CDS	1359	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
EMFGFLLL_03276	CDS	1566				hypothetical protein
EMFGFLLL_03277	CDS	2262				hypothetical protein
EMFGFLLL_03278	CDS	846	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
EMFGFLLL_03279	CDS	549	syd			Protein Syd
EMFGFLLL_03280	CDS	777				hypothetical protein
EMFGFLLL_03281	CDS	810	metQ		COG1464	D-methionine-binding lipoprotein MetQ
EMFGFLLL_03282	CDS	678	metI		COG2011	D-methionine transport system permease protein MetI
EMFGFLLL_03283	CDS	1035	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
EMFGFLLL_03284	CDS	561	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
EMFGFLLL_03285	CDS	1005	treR		COG1609	HTH-type transcriptional regulator TreR
EMFGFLLL_03286	CDS	1425	treB		COG1263	PTS system trehalose-specific EIIBC component
EMFGFLLL_03287	CDS	1689	treA	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
EMFGFLLL_03288	CDS	552	yrdA		COG0663	Protein YrdA
EMFGFLLL_03289	CDS	276				hypothetical protein
EMFGFLLL_03290	CDS	837	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
EMFGFLLL_03291	CDS	918	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
EMFGFLLL_03292	CDS	558	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
EMFGFLLL_03293	CDS	486	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
EMFGFLLL_03294	CDS	1134	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
EMFGFLLL_03295	CDS	567	topA_2	5.6.2.1	COG0550	DNA topoisomerase 1
EMFGFLLL_03296	CDS	477	smg			Protein Smg
EMFGFLLL_03297	CDS	1116				hypothetical protein
EMFGFLLL_03298	CDS	1128				hypothetical protein
EMFGFLLL_03299	CDS	510	def1	3.5.1.88	COG0242	Peptide deformylase 1
EMFGFLLL_03300	CDS	948	fmt_1	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
EMFGFLLL_03301	CDS	1281	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
EMFGFLLL_03302	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
EMFGFLLL_03303	CDS	1446	trkI		COG0168	Trk system potassium uptake protein TrkI
EMFGFLLL_03304	CDS	558				hypothetical protein
EMFGFLLL_03305	CDS	147				hypothetical protein
EMFGFLLL_03306	CDS	642				hypothetical protein
EMFGFLLL_03307	CDS	792	spo0M		COG4326	Sporulation-control protein spo0M
EMFGFLLL_03308	CDS	267	yihD		COG3084	Protein YihD
EMFGFLLL_03309	CDS	1425				hypothetical protein
EMFGFLLL_03310	CDS	1005	srkA	2.7.11.1	COG2334	Stress response kinase A
EMFGFLLL_03311	CDS	603	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
EMFGFLLL_03312	CDS	885	yihG	2.3.-.-	COG0204	putative acyltransferase YihG
EMFGFLLL_03313	CDS	1524	comM		COG0606	Competence protein ComM
EMFGFLLL_03314	CDS	1647	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
EMFGFLLL_03315	CDS	285	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
EMFGFLLL_03316	CDS	939	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
EMFGFLLL_03317	CDS	1842	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
EMFGFLLL_03318	CDS	1533	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
EMFGFLLL_03319	CDS	981	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
EMFGFLLL_03320	CDS	186				hypothetical protein
EMFGFLLL_03321	CDS	249	tusA_2		COG0425	Sulfur carrier protein TusA
EMFGFLLL_03322	CDS	381	secE		COG0690	Protein translocase subunit SecE
EMFGFLLL_03323	CDS	549	nusG		COG0250	Transcription termination/antitermination protein NusG
EMFGFLLL_03324	CDS	429	rplK		COG0080	50S ribosomal protein L11
EMFGFLLL_03325	CDS	702	rplA		COG0081	50S ribosomal protein L1
EMFGFLLL_03326	CDS	489	rplJ		COG0244	50S ribosomal protein L10
EMFGFLLL_03327	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
EMFGFLLL_03328	CDS	4026	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
EMFGFLLL_03329	CDS	4206	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
EMFGFLLL_03330	CDS	489	rsd		COG3160	Regulator of sigma D
EMFGFLLL_03331	CDS	777	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
EMFGFLLL_03332	CDS	1068	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
EMFGFLLL_03333	CDS	615				hypothetical protein
EMFGFLLL_03334	CDS	960				hypothetical protein
EMFGFLLL_03335	CDS	1149	envC		COG4942	Murein hydrolase activator EnvC
EMFGFLLL_03336	CDS	1533	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
EMFGFLLL_03337	CDS	888				hypothetical protein
EMFGFLLL_03338	CDS	1416	sdcS_3			Sodium-dependent dicarboxylate transporter SdcS
EMFGFLLL_03339	CDS	858	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
EMFGFLLL_03340	CDS	1062	rsgA_2	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
EMFGFLLL_03341	CDS	546	orn	3.1.-.-	COG1949	Oligoribonuclease
EMFGFLLL_03342	tRNA	76				tRNA-Gly(gcc)
EMFGFLLL_03343	tRNA	76				tRNA-Gly(gcc)
EMFGFLLL_03344	tRNA	73				tRNA-Gly(gcc)
EMFGFLLL_03345	CDS	1059	mdtA_1			Multidrug resistance protein MdtA
EMFGFLLL_03346	CDS	3111	bepE_1			Efflux pump membrane transporter BepE
EMFGFLLL_03347	CDS	351		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
EMFGFLLL_03348	CDS	90				hypothetical protein
EMFGFLLL_03349	CDS	1119	wecB	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
EMFGFLLL_03350	CDS	1242	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
EMFGFLLL_03351	CDS	555	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
EMFGFLLL_03352	CDS	1149	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
EMFGFLLL_03353	CDS	1410				hypothetical protein
EMFGFLLL_03354	CDS	1221				hypothetical protein
EMFGFLLL_03355	CDS	432	cysE_2	2.3.1.30	COG1045	Serine acetyltransferase
EMFGFLLL_03356	CDS	1341				hypothetical protein
EMFGFLLL_03357	CDS	1077	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
EMFGFLLL_03358	CDS	1173				hypothetical protein
EMFGFLLL_03359	CDS	738		2.4.1.187		N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
EMFGFLLL_03360	CDS	792				hypothetical protein
EMFGFLLL_03361	CDS	1227				hypothetical protein
EMFGFLLL_03362	CDS	2874				hypothetical protein
EMFGFLLL_03363	tRNA	76				tRNA-Met(cat)
EMFGFLLL_03364	tRNA	77				tRNA-Met(cat)
EMFGFLLL_03365	CDS	1110	queG_1	1.17.99.6		Epoxyqueuosine reductase
EMFGFLLL_03366	CDS	465	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
EMFGFLLL_03367	CDS	1719				hypothetical protein
EMFGFLLL_03368	CDS	1962	mutL		COG0323	DNA mismatch repair protein MutL
EMFGFLLL_03369	CDS	948	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
EMFGFLLL_03370	CDS	264	hfq		COG1923	RNA-binding protein Hfq
EMFGFLLL_03371	CDS	1290	hflX		COG2262	GTPase HflX
EMFGFLLL_03372	CDS	1188	hflK		COG0330	Modulator of FtsH protease HflK
EMFGFLLL_03373	CDS	981	hflC		COG0330	Modulator of FtsH protease HflC
EMFGFLLL_03374	CDS	189				hypothetical protein
EMFGFLLL_03375	CDS	228	slyX		COG2900	Protein SlyX 
EMFGFLLL_03376	CDS	981				hypothetical protein
EMFGFLLL_03377	CDS	780	fkpA_2	5.2.1.8	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
EMFGFLLL_03378	CDS	723	dauR		COG2964	Transcriptional regulator DauR
EMFGFLLL_03379	CDS	396	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
EMFGFLLL_03380	CDS	357	tusC_1		COG2923	Protein TusC
EMFGFLLL_03381	CDS	276	tusB			Protein TusB
EMFGFLLL_03382	CDS	375	rpsL		COG0048	30S ribosomal protein S12
EMFGFLLL_03383	CDS	471	rpsG		COG0049	30S ribosomal protein S7
EMFGFLLL_03384	CDS	2097	fusA_2		COG0480	Elongation factor G
EMFGFLLL_03385	CDS	762	cysH	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
EMFGFLLL_03386	CDS	1734	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
EMFGFLLL_03387	CDS	1818	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
EMFGFLLL_03388	CDS	231				hypothetical protein
EMFGFLLL_03389	CDS	666				hypothetical protein
EMFGFLLL_03390	CDS	213	pspG_1			Phage shock protein G
EMFGFLLL_03391	CDS	984	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
EMFGFLLL_03392	CDS	465	zur		COG0735	Zinc uptake regulation protein
EMFGFLLL_03393	CDS	462	cheX	3.-.-.-	COG1406	CheY-P phosphatase CheX
EMFGFLLL_03394	CDS	1179			COG2220	putative protein
EMFGFLLL_03395	CDS	1653	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
EMFGFLLL_03396	CDS	420				hypothetical protein
EMFGFLLL_03397	CDS	1095	alr1	5.1.1.1	COG0787	Alanine racemase
EMFGFLLL_03398	CDS	1407	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
EMFGFLLL_03399	CDS	765				hypothetical protein
EMFGFLLL_03400	CDS	450	rplI		COG0359	50S ribosomal protein L9
EMFGFLLL_03401	CDS	228	rpsR		COG0238	30S ribosomal protein S18
EMFGFLLL_03402	CDS	303	priB		COG2965	Primosomal replication protein N
EMFGFLLL_03403	CDS	369	rpsF		COG0360	30S ribosomal protein S6
EMFGFLLL_03404	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
EMFGFLLL_03405	CDS	189	bfd		COG2906	Bacterioferritin-associated ferredoxin
EMFGFLLL_03406	CDS	597				hypothetical protein
EMFGFLLL_03407	CDS	342				hypothetical protein
EMFGFLLL_03408	CDS	513				hypothetical protein
EMFGFLLL_03409	CDS	636				hypothetical protein
EMFGFLLL_03410	CDS	864				hypothetical protein
EMFGFLLL_03411	CDS	339				hypothetical protein
EMFGFLLL_03412	CDS	495				hypothetical protein
EMFGFLLL_03413	CDS	753				hypothetical protein
EMFGFLLL_03414	CDS	282				hypothetical protein
EMFGFLLL_03415	CDS	342				hypothetical protein
EMFGFLLL_03416	CDS	1080				hypothetical protein
EMFGFLLL_03417	CDS	630				hypothetical protein
EMFGFLLL_03418	CDS	648				hypothetical protein
EMFGFLLL_03419	CDS	705				hypothetical protein
EMFGFLLL_03420	CDS	237				hypothetical protein
EMFGFLLL_03421	tRNA	66				tRNA-His(gtg)
EMFGFLLL_03422	tRNA	77				tRNA-Arg(ccg)
EMFGFLLL_03423	CDS	402				hypothetical protein
EMFGFLLL_03424	CDS	2016	rep	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
EMFGFLLL_03425	CDS	582			COG1309	putative HTH-type transcriptional regulator
EMFGFLLL_03426	CDS	1086	mdtA_2			Multidrug resistance protein MdtA
EMFGFLLL_03427	CDS	3111	bepE_2			Efflux pump membrane transporter BepE
EMFGFLLL_03428	CDS	252	ubiK		COG2960	Ubiquinone biosynthesis accessory factor UbiK
EMFGFLLL_03429	CDS	1485	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
EMFGFLLL_03430	CDS	897	gltC			HTH-type transcriptional regulator GltC
EMFGFLLL_03431	CDS	504				hypothetical protein
EMFGFLLL_03432	CDS	450	wecD_1	2.3.1.210		dTDP-fucosamine acetyltransferase
EMFGFLLL_03433	CDS	414				hypothetical protein
EMFGFLLL_03434	CDS	696	yedJ		COG1418	putative protein YedJ
EMFGFLLL_03435	CDS	561	trmR	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
EMFGFLLL_03436	CDS	390				hypothetical protein
EMFGFLLL_03437	CDS	486				hypothetical protein
EMFGFLLL_03438	CDS	246				hypothetical protein
EMFGFLLL_03439	CDS	822				hypothetical protein
EMFGFLLL_03440	CDS	309				hypothetical protein
EMFGFLLL_03441	CDS	540	ycaC	4.-.-.-	COG1335	putative hydrolase YcaC
EMFGFLLL_03442	CDS	426				hypothetical protein
EMFGFLLL_03443	CDS	705				hypothetical protein
EMFGFLLL_03444	CDS	1323				hypothetical protein
EMFGFLLL_03445	CDS	312	yciH		COG0023	putative protein YciH
EMFGFLLL_03446	CDS	384				hypothetical protein
EMFGFLLL_03447	CDS	1005	ddl_2	6.3.2.4	COG1181	D-alanine--D-alanine ligase
EMFGFLLL_03448	CDS	576	damX_2			Cell division protein DamX
EMFGFLLL_03449	CDS	2682	patZ	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase PatZ
EMFGFLLL_03450	CDS	888	yhaJ			HTH-type transcriptional regulator YhaJ
EMFGFLLL_03451	CDS	2082	hemR		COG1629	Hemin receptor
EMFGFLLL_03452	CDS	537				hypothetical protein
EMFGFLLL_03453	CDS	300	parE1_1		COG3668	Toxin ParE1
EMFGFLLL_03454	CDS	243	parD1		COG3609	Antitoxin ParD1
EMFGFLLL_03455	CDS	537				hypothetical protein
EMFGFLLL_03456	CDS	915				hypothetical protein
EMFGFLLL_03457	CDS	534				hypothetical protein
EMFGFLLL_03458	CDS	1017				IS110 family transposase ISSde4
EMFGFLLL_03459	CDS	414				hypothetical protein
EMFGFLLL_03460	CDS	117				hypothetical protein
EMFGFLLL_03461	CDS	288				hypothetical protein
EMFGFLLL_03462	CDS	654				hypothetical protein
EMFGFLLL_03463	CDS	504	wecD_2	2.3.1.210		dTDP-fucosamine acetyltransferase
